id,name,type,club,youth,debut,nation,peakvalue,league
muns,Preussen Muenster,2,muns,muns,muns,GER,,
naci,Nacional,2,naci,naci,naci,URU,,
nag,Nagoya Crampus,2,nag,nag,nag,JAP,,
nan,FC Nantes,2,nan,nan,nan,FRA,,
naz,Maccabi Ahi Nazareth,2,naz,naz,naz,ISR,,
nied,SuS Niederschelden,2,nied,nied,nied,GER,,
niz,OGC Nizza,2,niz,niz,niz,FRA,,
nkd,NK Dubrava,2,nkd,nkd,nkd,CRO,,
nyfc,New York City FC,2,nyfc,nyfc,nyfc,USA,,
obk,Odense BK,2,obk,obk,obk,DEN,,
off,Kickers Offenbach,2,off,off,off,GER,,
ol,Olympique Lyon,2,ol,ol,ol,FRA,,
olpi,Olympiakos Piraus,2,olpi,olpi,olpi,GRE,,
ols,Tempo 25 Olsztyn,2,ols,ols,ols,POL,,
osna,VfL Osnabrueck,2,osna,osna,osna,GER,,
ostr,Banik Ostrau,2,ostr,ostr,ostr,CZE,,
pac,Paradou AC,2,pac,pac,pac,ALG,,
pan,Panathinaikos Athen,2,pan,pan,pan,GRE,,
paok,PAOK Saloniki,2,paok,paok,paok,GRE,,
part,Partizan Belgrad,2,part,part,part,SRB,,
pasg,PAS Giannina,2,pasg,pasg,pasg,GRE,,
pay,Paysandu FC,2,pay,pay,pay,BRA,,
pfc,Paris FC,2,pfc,pfc,pfc,FRA,,
pne,Preston North End,2,pne,pne,pne,ENG,,
prt,FC Porto,2,prt,prt,prt,POR,,
psg,Paris St Germain,2,psg,psg,psg,FRA,,
psv,PSV Eindhoven,2,psv,psv,psv,NED,,
pus,Puskas AFC,2,pus,pus,pus,HUN,,
raja,Raja Casablanca,2,raja,raja,raja,MAR,,
rbl,Red Bull Leipzig,2,rbl,rbl,rbl,GER,,1
rbl1,Peter Gulacsi,1,rbl,mtk,hull,GER,5,
rbl10,Emil Forsberg,1,rbl,sun,sun,GER,8,
rbl11,Timo Werner,1,rbl,vfbj,vfb,GER,12,
rbl13,Orjan Nyland,1,rbl,hoed,hoed,GER,2,
rbl16,Lukas Klostermann,1,rbl,bocj,boc,GER,9,
rbl17,Dominik Szoboszlai,1,rbl,rbs,rbs,GER,9,
rbl18,Christopher Nkunku,1,rbl,psg,psg,GER,12,
rbl19,Andre Silva,1,rbl,prt,prt,GER,10,
rbl2,Mohamed Simakan,1,rbl,stra,stra,GER,8,
rbl21,Janis Blaswich,1,rbl,bmgj,dre,GER,1,
rbl22,David Raum,1,rbl,fur,fur,GER,8,
rbl23,Marcel Halstenberg,1,rbl,han,stp,GER,7,
rbl24,Xaver Schlager,1,rbl,rbs,rbs,GER,8,
rbl25,Sanoussy Ba,1,rbl,rblj,rbl,GER,1,
rbl27,Konrad Laimer,1,rbl,rbs,rbs,GER,8,
rbl32,Josko Gvardiol,1,rbl,zag,zag,GER,12,
rbl37,Abdou Diallo,1,rbl,asm,asm,GER,9,
rbl39,Benjamin Henrichs,1,rbl,levj,lev,GER,6,
rbl4,Willi Orban,1,rbl,fck,fck,GER,6,
rbl44,Kevin Kampl,1,rbl,levj,fur,GER,7,
rbl7,Dani Olmo,1,rbl,bar,zag,GER,10,
rbl8,Amadou Haidara,1,rbl,bama,rbs,GER,7,
rbl9,Yussuf Poulsen,1,rbl,lyn,lyn,GER,9,
rblj,Red Bull Leipzig Jugend,2,rblj,rblj,rblj,GER,,2
rbs,Red Bull Salzburg,2,rbs,rbs,rbs,AUT,,
reim,Stade Reims,2,reim,reim,reim,FRA,,
ren,Stade Rennes,2,ren,ren,ren,FRA,,
rev,RE Virton,2,rev,rev,rev,FRA,,
rij,HNK Rijeka,2,rij,rij,rij,CRO,,
rivp,River Plate,2,rivp,rivp,rivp,ARG,,
rma,Real Madrid,2,rma,rma,rma,ESP,,
rot,Sparta Rotterdam,2,rot,rot,rot,NED,,
roy,Royal Antwerpen,2,roy,roy,roy,BEL,,
rwa,Rot Weiss Ahlen,2,rwa,rwa,rwa,GER,,
rwer,Rot Weiss Erfurt,2,rwer,rwer,rwer,GER,,
rwie,Rapid Wien,2,rwie,rwie,rwie,AUT,,
rwo,Rot Weiß Oberhausen,2,rwo,rwo,rwo,GER,,
sag,Sagan Tosu,2,sag,sag,sag,JAP,,
sanf,Sanfrecce Hiroshima,2,sanf,sanf,sanf,JAP,,
sang,Kyoto Sanga,2,sang,sang,sang,JAP,,
saop,Sao Paolo FC,2,saop,saop,saop,BRA,,
scf,SC Freiburg,2,scf,scf,scf,GER,,1
scf1,Benjamin Uphoff,1,scf,burg,fcn,GER,1,
scf11,Daniel Kofi Kyereh,1,scf,have,svww,GER,4,
scf14,Yannik Keitel,1,scf,scfj,scf,GER,2,
scf17,Lukas Kuebler,1,scf,bonn,koe,GER,2,
scf18,Nils Petersen,1,scf,czj,czj,GER,5,
scf22,Roland Sallai,1,scf,pus,pus,GER,6,
scf23,Robert Wagner,1,scf,scfj,scf,GER,1,
scf25,Kiliann Sildillia,1,scf,met,scf,GER,4,
scf26,Mark Flekken,1,scf,aaa,aaa,GER,3,
scf27,Nicolas Hoefler,1,scf,scfj,scf,GER,2,
scf28,Matthias Ginter,1,scf,scfj,scf,GER,9,
scf29,Woo Yeong Jeong,1,scf,fcbj,scf,GER,3,
scf3,Philipp Lienhart,1,scf,rma,rma,GER,7,
scf30,Christian Guenter,1,scf,scfj,scf,GER,5,
scf32,Vincenzo Grifo,1,scf,ksc,tsg,GER,5,
scf33,Noah Weisshaupt,1,scf,scfj,scf,GER,2,
scf38,Michael Gregoritsch,1,scf,svka,svka,GER,6,
scf42,Ritsu Doan,1,scf,gamb,gamb,GER,6,
scf5,Manuel Gulde,1,scf,tsgj,tsg,GER,2,
scf7,Jonathan Schmid,1,scf,scfj,scf,GER,3,
scf8,Maximilian Eggestein,1,scf,svwj,svw,GER,8,
scf9,Lucas Hoeler,1,scf,blum,fsv,GER,3,
scfj,SC Freiburg Jugend,2,scfj,scfj,scfj,GER,,2
scp,SC Paderborn,2,scp,scp,scp,GER,,
sep,Sepaphan FC,2,sep,sep,sep,IRN,,
sge,Eintracht Frankfurt,2,sge,sge,sge,GER,,1
sge1,Kevin Trapp,1,sge,fck,fck,GER,5,
sge11,Faride Alidou,1,sge,hsv,hsv,GER,1,
sge15,Daichi Kamada,1,sge,hhs,sag,GER,8,
sge17,Sebastian Rode,1,sge,off,off,GER,4,
sge18,Almamy Toure,1,sge,asm,asm,GER,4,
sge19,Rafael Borre,1,sge,cal,cal,GER,6,
sge2,Evan N Dicka,1,sge,aux,aux,GER,9,
sge20,Makoto Hasebe,1,sge,fhs,ura,GER,2,
sge21,Lucas Alario,1,sge,cac,cac,GER,6,
sge22,Timothy Chandler,1,sge,sgej,fcn,GER,2,
sge24,Aurelio Buta,1,sge,ben,roy,GER,3,
sge25,Christopher Lenz,1,sge,bmgj,fcu,GER,2,
sge26,Junior Dina Ebimbe,1,sge,psg,psg,GER,3,
sge27,Mario Goetze,1,sge,bvbj,bvb,GER,11,
sge28,Marcel Wenig,1,sge,fcbj,sge,GER,1,
sge29,Jesper Lindstrom,1,sge,bro,bro,GER,8,
sge31,Jens Grahl,1,sge,stk,fur,GER,1,
sge32,Philipp Max,1,sge,gelj,ksc,GER,6,
sge35,Tuta,1,sge,saop,sge,GER,5,
sge36,Ansgar Knauff,1,sge,bvbj,bvb,GER,4,
sge40,Diant Ramaj,1,sge,heid,heid,GER,1,
sge5,Hrvoje Smolcic,1,sge,rij,rij,GER,2,
sge6,Kristijan Jakic,1,sge,spli,spli,GER,4,
sge8,Djibril Sow,1,sge,fcz,bmg,GER,7,
sge9,Randal Kolo Muani,1,sge,nan,nan,GER,9,
sgej,Frankfurt Jugend,2,sgej,sgej,sgej,GER,,2
shak,Shakhtar Donezk,2,shak,shak,shak,UKR,,
shb,Shonan Bellmare,2,shb,shb,shb,JAP,,
silk,Silkeborg IF,2,silk,silk,silk,SWE,,
slpr,Slavia Prag,2,slpr,slpr,slpr,CZE,,
smy,Apollon Smyrnis,2,smy,smy,smy,GRE,,
soc,FC Sochaux,2,soc,soc,soc,FRA,,
spli,RNK Split,2,spli,spli,spli,CRO,,
spo,Sporting Lissabon,2,spo,spo,spo,POR,,
spra,Sparta Prag,2,spra,spra,spra,CZE,,
stab,Stabaek IF,2,stab,stab,stab,DEN,,
stk,SV Stuttgarter Kickers,2,stk,stk,stk,GER,,
stl,Stade Laval,2,stl,stl,stl,FRA,,
stp,FC St Pauli,2,stp,stp,stp,GER,,
stpo,FC St Polten,2,stpo,stpo,stpo,AUT,,
stra,Racing Strassbourg,2,stra,stra,stra,FRA,,
suco,Supreme Court FC,2,suco,suco,suco,NIG,,
sun,GIF Sundsvall,2,sun,sun,sun,SWE,,
svka,SV Kapfenberg,2,svka,svka,svka,AUT,,
svs,SV Sandhausen,2,svs,svs,svs,GER,,
svw,Werder Bremen,2,svw,svw,svw,GER,,1
svw1,Jiri Pavlenka,1,svw,ostr,ostr,GER,5,
svw10,Leonardo Bittencourt,1,svw,cott,cott,GER,3,
svw11,Niclas Fuellkrug,1,svw,svwj,svw,GER,5,
svw13,Milos Veljkovic,1,svw,tot,svw,GER,5,
svw17,Maximilian Philipp,1,svw,scf,scf,GER,6,
svw19,Dikeni Salifou,1,svw,fcaj,svw,GER,1,
svw20,Romano Schmid,1,svw,graz,rbs,GER,2,
svw21,Eren Dinkci,1,svw,svwj,svw,GER,1,
svw22,Niklas Schmidt,1,svw,svwj,svww,GER,1,
svw26,Lee Buchanan,1,svw,der,der,GER,2,
svw27,Felix Agu,1,svw,osna,osna,GER,1,
svw28,Ilia Gruev,1,svw,svwj,svw,GER,2,
svw3,Anthony Jung,1,svw,sgej,fsvf,GER,1,
svw30,Michael Zetterer,1,svw,uha,uha,GER,1,
svw32,Marco Friedl,1,svw,fcbj,fcb,GER,3,
svw34,Jean Manuel Mbom,1,svw,svwj,svw,GER,2,
svw36,Christian Gross,1,svw,hsv,osna,GER,1,
svw39,Fabio Chiarodia,1,svw,svwj,svw,GER,1,
svw4,Niklas Stark,1,svw,fcn,fcn,GER,6,
svw5,Amos Pieper,1,svw,bvbj,bie,GER,3,
svw6,Jens Stage,1,svw,brab,kop,GER,2,
svw7,Marvin Ducksch,1,svw,bvbj,bvb,GER,2,
svw8,Mitchell Weiser,1,svw,koej,fcb,GER,5,
svwj,SV Werder Bremen Jugend,2,svwj,svwj,svwj,GER,,2
svww,Wehen Wiesbaden,2,svww,svww,svww,GER,,
tep,FK Teplice,2,tep,tep,tep,CZE,,
tor,Torpedo Moskau,2,tor,tor,tor,RUS,,
tot,Tottenham Hotspur,2,tot,tot,tot,ENG,,
tou,FC Toulouse,2,tou,tou,tou,FRA,,
tps,Turun Palloseura,2,tps,tps,tps,FIN,,
tsg,TSG Hoffenheim,2,tsg,tsg,tsg,GER,,1
tsg1,Oliver Baumann,1,tsg,scfj,scf,GER,4,
tsg10,Munas Dabbour,1,tsg,macc,naz,GER,5,
tsg11,Angelino,1,tsg,manc,nyfc,GER,9,
tsg13,Angelo Stiller,1,tsg,fcbj,tsg,GER,3,
tsg14,Christoph Baumgartner,1,tsg,tsgj,tsg,GER,7,
tsg16,Sebastian Rudy,1,tsg,vfbj,vfb,GER,5,
tsg17,Thomas Delaney,1,tsg,kop,kop,GER,8,
tsg19,Kasper Dolberg,1,tsg,aja,aja,GER,7,
tsg20,Finn Ole Becker,1,tsg,stp,stp,GER,1,
tsg22,Kevin Vogt,1,tsg,bocj,boc,GER,6,
tsg23,John Anthony Brooks,1,tsg,bscj,bsc,GER,5,
tsg25,Kevin Akpoguma,1,tsg,ksc,ksc,GER,5,
tsg26,Eduardo Quaresma,1,tsg,spo,spo,GER,3,
tsg27,Andrej Kramaric,1,tsg,zag,zag,GER,9,
tsg29,Robert Skov,1,tsg,silk,silk,GER,5,
tsg3,Pavel Kaderabek,1,tsg,spra,spra,GER,6,
tsg34,Stanley Nsoki,1,tsg,psg,psg,GER,5,
tsg35,Muhammed Damar,1,tsg,sgej,tsg,GER,1,
tsg39,Tom Bischof,1,tsg,tsgj,tsg,GER,1,
tsg4,Ermin Bicakcic,1,tsg,vfbj,vfb,GER,2,
tsg40,Umut Tohumcu,1,tsg,tsgj,tsg,GER,1,
tsg44,Fisnik Asllani,1,tsg,fcuj,tsg,GER,1,
tsg5,Ozan Kabak,1,tsg,gala,gala,GER,9,
tsg6,Grischa Proemel,1,tsg,tsgj,ksc,GER,3,
tsg7,Jacob Bruun Larsen,1,tsg,bvbj,bvb,GER,6,
tsg8,Dennis Geiger,1,tsg,tsgj,tsg,GER,5,
tsg9,Ihlas Bebou,1,tsg,for,for,GER,6,
tsgj,TSG Hoffenheim Jugend,2,tsgj,tsgj,tsgj,GER,,2
turk,Turkgucu Muenchen,2,turk,turk,turk,GER,,
twen,Twente Enschede,2,twen,twen,twen,NED,,
twl,TWL Elektra,2,twl,twl,twl,POL,,
uha,SpVgg Unterhaching,2,uha,uha,uha,GER,,
ura,Urawa Reds,2,ura,ura,ura,JAP,,
vafc,Valenciennes FC,2,vafc,vafc,vafc,FRA,,
vanw,Vancouver Whitecaps,2,vanw,vanw,vanw,CAN,,
vfb,VfB Stuttgart,2,vfb,vfb,vfb,GER,,1
vfb1,Florian Mueller,1,vfb,fsvj,fsv,GER,4,
vfb10,Tiago Tomas,1,vfb,spo,spo,GER,3,
vfb11,Juan Jose Perea,1,vfb,prt,pan,GER,1,
vfb14,Silas Katompa Mvumpa,1,vfb,pfc,pfc,GER,7,
vfb15,Pascal Stenzel,1,vfb,bvbj,scf,GER,3,
vfb16,Atakan Karazor,1,vfb,bocj,hol,GER,2,
vfb17,Genki Haraguchi,1,vfb,ura,ura,GER,2,
vfb2,Waldemar Anton,1,vfb,han,han,GER,5,
vfb20,Luca Pfeiffer,1,vfb,stk,osna,GER,2,
vfb21,Hiroki Ito,1,vfb,iwa,iwa,GER,3,
vfb22,Chris Fuehrich,1,vfb,rwo,koe,GER,2,
vfb23,Dan Axel Zagadou,1,vfb,psg,bvb,GER,9,
vfb24,Borna Sosa,1,vfb,zag,zag,GER,7,
vfb25,Lilian Egloff,1,vfb,vfbj,vfb,GER,1,
vfb27,Alou Kuol,1,vfb,cco,cco,GER,1,
vfb28,Nikolas Nartey,1,vfb,kop,koe,GER,1,
vfb3,Wataru Endo,1,vfb,shb,shb,GER,4,
vfb31,Gil Dias,1,vfb,asm,asm,GER,2,
vfb33,Fabian Bredlow,1,vfb,rblj,hfc,GER,1,
vfb34,Omer Beyaz,1,vfb,fen,fen,GER,1,
vfb36,Laurin Ulrich,1,vfb,vfbj,vfb,GER,1,
vfb37,Antonis Aidonis,1,vfb,vfbj,vfb,GER,1,
vfb39,Thomas Kastanaras,1,vfb,vfbj,vfb,GER,1,
vfb4,Josha Vagnoman,1,vfb,hsv,hsv,GER,2,
vfb5,Konstantinos Mavropanos,1,vfb,smy,pasg,GER,6,
vfb7,Tanguy Coulibaly,1,vfb,psg,vfb,GER,3,
vfb8,Enzo Millot,1,vfb,asm,asm,GER,1,
vfb9,Serhou Guirassy,1,vfb,stl,stl,GER,5,
vfbj,VfB Stuttgart Jugend,2,vfbj,vfbj,vfbj,GER,,2
vfra,VfR Aalen,2,vfra,vfra,vfra,GER,,
vik,Viking FK,2,vik,vik,vik,NOR,,
vit,Vitesse Arnheim,2,vit,vit,vit,NED,,
vol,FC Volendaam,2,vol,vol,vol,NED,,
wad,Wadi Degla,2,wad,wad,wad,POL,,
whu,West Ham United,2,whu,whu,whu,ENG,,
wig,Wigry Suwalki,2,wig,wig,wig,POL,,
wis,Wisla Plock,2,wis,wis,wis,POL,,
wob,VfL Wolfsburg,2,wob,wob,wob,GER,,1
wob1,Koen Casteels,1,wob,krc,krc,GER,5,
wob10,Lukas Nmecha,1,wob,manc,pne,GER,6,
wob12,Pavao Pervan,1,wob,twl,lust,GER,1,
wob16,Jakub Kaminski,1,wob,lech,lech,GER,4,
wob2,Kilian Fischer,1,wob,mu60,turk,GER,1,
wob20,Ridle Baku,1,wob,fsvj,fsv,GER,7,
wob22,Felix Nmecha,1,wob,manc,wob,GER,2,
wob23,Jonas Wind,1,wob,kop,kop,GER,5,
wob27,Maximilian Arnold,1,wob,wobj,wob,GER,6,
wob29,Joshua Guilavogui,1,wob,asse,asse,GER,5,
wob3,Sebastiaan Bornauw,1,wob,and,and,GER,5,
wob31,Yannik Gerhardt,1,wob,koej,koe,GER,5,
wob32,Mattias Svanberg,1,wob,maff,maff,GER,5,
wob33,Omar Marmoush,1,wob,wad,wad,GER,3,
wob38,Bartol Franjic,1,wob,zag,zag,GER,3,
wob39,Patrick Wimmer,1,wob,awie,awie,GER,4,
wob4,Maxence Lacroix,1,wob,soc,soc,GER,8,
wob40,Kevin Paredes,1,wob,dcu,dcu,GER,2,
wob5,Micky van de Veen,1,wob,vol,vol,GER,4,
wob6,Paulo Otavio,1,wob,atpr,pay,GER,4,
wob7,Luca Waldschmidt,1,wob,sgej,sge,GER,7,
wobj,VfL Wolfsburg Jugend,2,wobj,wobj,wobj,GER,,2
ybb,Young Boys Bern,2,ybb,ybb,ybb,SUI,,
yok,Yokkaichi Highschool,2,yok,yok,yok,JAP,,
zag,Dinamo Zagreb,2,zag,zag,zag,CRO,,
zapr,Inter Zapresic,2,zapr,zapr,zapr,CRO,,
zaw,Zawisza Bydgoszcz,2,zaw,zaw,zaw,POL,,
zwo,PEC Zwolle,2,zwo,zwo,zwo,NED,,
